"STATION","NAME","DATE","TAVG"
"SPE00120539","CALAMOCHA, SP","2020-04-23",
"SPE00120539","CALAMOCHA, SP","2020-04-24",
"SPE00120539","CALAMOCHA, SP","2020-04-25",
"SPE00120539","CALAMOCHA, SP","2020-04-26",
"SPE00120539","CALAMOCHA, SP","2020-04-27",
"SPE00120539","CALAMOCHA, SP","2020-04-28",
"SPE00120539","CALAMOCHA, SP","2020-04-29",
"SPE00120539","CALAMOCHA, SP","2020-04-30",
"SPE00120539","CALAMOCHA, SP","2020-05-01",
"SPE00120539","CALAMOCHA, SP","2020-05-02",
"SPE00120539","CALAMOCHA, SP","2020-05-03",
"SPE00120539","CALAMOCHA, SP","2020-05-04",
"SPE00120539","CALAMOCHA, SP","2020-05-05",
"SPE00120539","CALAMOCHA, SP","2020-05-06",
"SPE00120539","CALAMOCHA, SP","2020-05-07",
"SPE00120539","CALAMOCHA, SP","2020-05-08",
"SPE00120539","CALAMOCHA, SP","2020-05-09",
"SPE00120539","CALAMOCHA, SP","2020-05-10",
"SPE00120539","CALAMOCHA, SP","2020-05-11",
"SPE00120539","CALAMOCHA, SP","2020-05-12",
"SPE00120539","CALAMOCHA, SP","2020-05-13",
"SPE00120539","CALAMOCHA, SP","2020-05-14",
"SPE00120539","CALAMOCHA, SP","2020-05-15",
"SPE00120539","CALAMOCHA, SP","2020-05-16",
"SPE00120539","CALAMOCHA, SP","2020-05-17",
"SPE00120539","CALAMOCHA, SP","2020-05-18",
"SPE00120539","CALAMOCHA, SP","2020-05-19",
"SPE00120539","CALAMOCHA, SP","2020-05-20",
"SPE00120539","CALAMOCHA, SP","2020-05-21",
"SPE00120539","CALAMOCHA, SP","2020-05-22",
"SPE00120539","CALAMOCHA, SP","2020-05-23",
"SPE00120539","CALAMOCHA, SP","2020-05-24",
"SPE00120539","CALAMOCHA, SP","2020-05-25",
"SPE00120539","CALAMOCHA, SP","2020-05-26",
"SPE00120539","CALAMOCHA, SP","2020-05-27",
"SPE00120539","CALAMOCHA, SP","2020-05-28",
"SPE00120539","CALAMOCHA, SP","2020-05-29",
"SPE00120539","CALAMOCHA, SP","2020-05-30",
"SPE00120539","CALAMOCHA, SP","2020-05-31",
"SPE00120539","CALAMOCHA, SP","2020-06-01",
"SPE00120539","CALAMOCHA, SP","2020-06-02",
"SPE00120539","CALAMOCHA, SP","2020-06-03",
"SPE00120539","CALAMOCHA, SP","2020-06-04",
"SPE00120539","CALAMOCHA, SP","2020-06-05",
"SPE00120539","CALAMOCHA, SP","2020-06-06",
"SPE00120539","CALAMOCHA, SP","2020-06-07",
"SPE00120539","CALAMOCHA, SP","2020-06-08",
"SPE00120539","CALAMOCHA, SP","2020-06-09",
"SPE00120539","CALAMOCHA, SP","2020-06-10",
"SPE00120539","CALAMOCHA, SP","2020-06-11",
"SPE00120539","CALAMOCHA, SP","2020-06-12",
"SPE00120539","CALAMOCHA, SP","2020-06-13",
"SPE00120539","CALAMOCHA, SP","2020-06-14",
"SPE00120539","CALAMOCHA, SP","2020-06-15",
"SPE00120539","CALAMOCHA, SP","2020-06-16",
"SPE00120539","CALAMOCHA, SP","2020-06-17",
"SPE00120539","CALAMOCHA, SP","2020-06-18",
"SPE00120539","CALAMOCHA, SP","2020-06-19",
"SPE00120539","CALAMOCHA, SP","2020-06-20",
"SPE00120539","CALAMOCHA, SP","2020-06-21",
"SPE00120539","CALAMOCHA, SP","2020-06-22",
"SPE00120539","CALAMOCHA, SP","2020-06-23",
"SPE00120539","CALAMOCHA, SP","2020-06-24",
"SPE00120539","CALAMOCHA, SP","2020-06-25",
"SPE00120539","CALAMOCHA, SP","2020-06-26",
"SPE00120539","CALAMOCHA, SP","2020-06-27",
"SPE00120539","CALAMOCHA, SP","2020-06-28",
"SPE00120539","CALAMOCHA, SP","2020-06-29",
"SPE00120539","CALAMOCHA, SP","2020-06-30",
"SPE00120539","CALAMOCHA, SP","2020-07-01",
"SPE00120539","CALAMOCHA, SP","2020-07-02",
"SPE00120539","CALAMOCHA, SP","2020-07-03",
"SPE00120539","CALAMOCHA, SP","2020-07-04",
"SPE00120539","CALAMOCHA, SP","2020-07-05",
"SPE00120539","CALAMOCHA, SP","2020-07-06",
"SPE00120539","CALAMOCHA, SP","2020-07-07",
"SPE00120539","CALAMOCHA, SP","2020-07-08",
"SPE00120539","CALAMOCHA, SP","2020-07-09",
"SPE00120539","CALAMOCHA, SP","2020-07-10",
"SPE00120539","CALAMOCHA, SP","2020-07-11",
"SPE00120539","CALAMOCHA, SP","2020-07-12",
"SPE00120539","CALAMOCHA, SP","2020-07-13",
"SPE00120539","CALAMOCHA, SP","2020-07-14",
"SPE00120539","CALAMOCHA, SP","2020-07-15",
"SPE00120539","CALAMOCHA, SP","2020-07-16",
"SPE00120539","CALAMOCHA, SP","2020-07-17",
"SPE00120539","CALAMOCHA, SP","2020-07-18",
"SPE00120539","CALAMOCHA, SP","2020-07-19",
"SPE00120539","CALAMOCHA, SP","2020-07-20",
"SPE00120539","CALAMOCHA, SP","2020-07-21",
"SPE00120539","CALAMOCHA, SP","2020-07-22",
"SPE00120539","CALAMOCHA, SP","2020-07-23",
"SPE00120539","CALAMOCHA, SP","2020-07-24",
"SPE00120539","CALAMOCHA, SP","2020-07-25",
"SPE00120539","CALAMOCHA, SP","2020-07-26",
"SPE00120539","CALAMOCHA, SP","2020-07-27",
"SPE00120539","CALAMOCHA, SP","2020-07-28",
"SPE00120539","CALAMOCHA, SP","2020-07-29",
"SPE00120539","CALAMOCHA, SP","2020-07-30",
"SPE00120539","CALAMOCHA, SP","2020-07-31",
"SPE00120539","CALAMOCHA, SP","2020-08-01",
"SPE00120539","CALAMOCHA, SP","2020-08-02",
"SPE00120539","CALAMOCHA, SP","2020-08-03",
"SPE00120539","CALAMOCHA, SP","2020-08-04",
"SPE00120539","CALAMOCHA, SP","2020-08-05",
"SPE00120539","CALAMOCHA, SP","2020-08-06",
"SPE00120539","CALAMOCHA, SP","2020-08-07",
"SPE00120539","CALAMOCHA, SP","2020-08-08",
"SPE00120539","CALAMOCHA, SP","2020-08-09",
"SPE00120539","CALAMOCHA, SP","2020-08-10",
"SPE00120539","CALAMOCHA, SP","2020-08-11",
"SPE00120539","CALAMOCHA, SP","2020-08-12",
"SPE00120539","CALAMOCHA, SP","2020-08-13",
"SPE00120539","CALAMOCHA, SP","2020-08-14",
"SPE00120539","CALAMOCHA, SP","2020-08-15",
"SPE00120539","CALAMOCHA, SP","2020-08-16",
"SPE00120539","CALAMOCHA, SP","2020-08-17",
"SPE00120539","CALAMOCHA, SP","2020-08-18",
"SPE00120539","CALAMOCHA, SP","2020-08-19",
"SPE00120539","CALAMOCHA, SP","2020-08-20",
"SPE00120539","CALAMOCHA, SP","2020-08-21",
"SPE00120539","CALAMOCHA, SP","2020-08-22",
"SPE00120539","CALAMOCHA, SP","2020-08-23",
"SPE00120539","CALAMOCHA, SP","2020-08-24",
"SPE00120539","CALAMOCHA, SP","2020-08-25",
"SPE00120539","CALAMOCHA, SP","2020-08-26",
"SPE00120539","CALAMOCHA, SP","2020-08-27",
"SPE00120539","CALAMOCHA, SP","2020-08-28",
"SPE00120539","CALAMOCHA, SP","2020-08-29",
"SPE00120539","CALAMOCHA, SP","2020-08-30",
"SPE00120539","CALAMOCHA, SP","2020-08-31",
"SPE00120539","CALAMOCHA, SP","2020-09-01",
"SPE00120539","CALAMOCHA, SP","2020-09-02",
"SPE00120539","CALAMOCHA, SP","2020-09-03",
"SPE00120539","CALAMOCHA, SP","2020-09-04",
"SPE00120539","CALAMOCHA, SP","2020-09-05",
"SPE00120539","CALAMOCHA, SP","2020-09-06",
"SPE00120539","CALAMOCHA, SP","2020-09-07",
"SPE00120539","CALAMOCHA, SP","2020-09-08",
"SPE00120539","CALAMOCHA, SP","2020-09-09",
"SPE00120539","CALAMOCHA, SP","2020-09-10",
"SPE00120539","CALAMOCHA, SP","2020-09-11",
"SPE00120539","CALAMOCHA, SP","2020-09-12",
"SPE00120539","CALAMOCHA, SP","2020-09-13",
"SPE00120539","CALAMOCHA, SP","2020-09-14",
"SPE00120539","CALAMOCHA, SP","2020-09-15",
"SPE00120539","CALAMOCHA, SP","2020-09-16",
"SPE00120539","CALAMOCHA, SP","2020-09-17",
"SPE00120539","CALAMOCHA, SP","2020-09-18",
"SPE00120539","CALAMOCHA, SP","2020-09-19",
"SPE00120539","CALAMOCHA, SP","2020-09-20",
"SPE00120539","CALAMOCHA, SP","2020-09-21",
"SPE00120539","CALAMOCHA, SP","2020-09-22",
"SPE00120539","CALAMOCHA, SP","2020-09-23",
"SPE00120539","CALAMOCHA, SP","2020-09-24",
"SPE00120539","CALAMOCHA, SP","2020-09-25",
"SPE00120539","CALAMOCHA, SP","2020-09-26",
"SPE00120539","CALAMOCHA, SP","2020-09-27",
"SPE00120539","CALAMOCHA, SP","2020-09-28",
"SPE00120539","CALAMOCHA, SP","2020-09-29",
"SPE00120539","CALAMOCHA, SP","2020-09-30",
"SPE00120539","CALAMOCHA, SP","2020-10-01",
"SPE00120539","CALAMOCHA, SP","2020-10-02",
"SPE00120539","CALAMOCHA, SP","2020-10-03",
"SPE00120539","CALAMOCHA, SP","2020-10-04",
"SPE00120539","CALAMOCHA, SP","2020-10-05",
"SPE00120539","CALAMOCHA, SP","2020-10-06",
"SPE00120539","CALAMOCHA, SP","2020-10-07",
"SPE00120539","CALAMOCHA, SP","2020-10-08",
"SPE00120539","CALAMOCHA, SP","2020-10-09",
"SPE00120539","CALAMOCHA, SP","2020-10-10",
"SPE00120539","CALAMOCHA, SP","2020-10-11",
"SPE00120539","CALAMOCHA, SP","2020-10-12",
"SPE00120539","CALAMOCHA, SP","2020-10-13",
"SPE00120539","CALAMOCHA, SP","2020-10-14",
"SPE00120539","CALAMOCHA, SP","2020-10-15",
"SPE00120539","CALAMOCHA, SP","2020-10-16",
"SPE00120539","CALAMOCHA, SP","2020-10-17",
"SPE00120539","CALAMOCHA, SP","2020-10-18",
"SPE00120539","CALAMOCHA, SP","2020-10-19",
"SPE00120539","CALAMOCHA, SP","2020-10-20",
"SPE00120539","CALAMOCHA, SP","2020-10-21",
"SPE00120539","CALAMOCHA, SP","2020-10-22",
"SPE00120539","CALAMOCHA, SP","2020-10-23",
"SPE00120539","CALAMOCHA, SP","2020-10-24",
"SPE00120539","CALAMOCHA, SP","2020-10-25",
"SPE00120539","CALAMOCHA, SP","2020-10-26",
"SPE00120539","CALAMOCHA, SP","2020-10-27",
"SPE00120539","CALAMOCHA, SP","2020-10-28",
"SPE00120539","CALAMOCHA, SP","2020-10-29",
"SPE00120539","CALAMOCHA, SP","2020-10-30",
