"STATION","NAME","DATE","TAVG"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-07-27","27.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-07-28","24.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-07-29","26.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-07-30","28.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-07-31","29.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-01","25.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-02","22.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-03","20.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-04","21.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-05","23.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-06","26.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-07","29.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-08","29.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-09","29.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-10","23.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-11","27.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-12","25.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-13","21.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-14","23.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-15","25.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-16","22.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-17","22.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-18","22.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-19","26.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-20","27.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-21","26.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-22","22.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-23","22.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-24","22.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-25","24.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-26","23.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-27","25.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-28","19.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-29","16.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-30","15.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-08-31","18.0"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-01","18.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-02","19.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-03","20.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-04","22.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-05","23.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-06","20.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-07","18.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-08","19.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-09","17.6"
